ISBN13,rating,review
9788978496247,10,수영에 대한 호기심 그리고 좀더 나은 수영을 원하는 분들을 위한 아주 좋은책 이라고 생각합니다.이제까지 출간된 책들은  오래되거나 딱딱한 번역서가 대부분이었는데 풀컬러에 친절한 설명이 가득한 책은 좋은선물이 될 것 같습니다. 또한 저자분이 유튜버이기 때문에 동영상과 함께하면 더 좋을것
9788978496247,10,유튜브 보다가 알게되서 구매했는데 사진과 그림으로 동작들이 상세하게 잘 설명이 되어있네요!!추천!!
9788978496247,2,글쎄...
9788996375784,8,사진 많아 수영장서 당황하지 않게 이미지트레이닝으로도 좋은것같고. 내용이 알차요
9788996375784,8,"너무 많은 영법을 다루다보니 기본적인 자유형 발차기 요령, 설명 등이 좀 약해요"
9788996375784,8,이미지트레이닝하기 좋다 부록은 필요없는데...
9788996375784,8,꽤 자세한 수영책 가끔 다시 들춰보면서 하면 좋다. 하지만 고급기술은 안나온게 한계
9791196106201,10,서퍼에게 꼭 한권씩 있어야 할 기본서.
9788964941485,2,"책 내용과는 무관하게, 프린팅 상태가 나쁨. 같은 문제로 2번 교환 받았음에도 여전히 글자 프린트가 지저분한 곳이 있음. 정독할 책이 아니라 설렁 설렁 보다보니 발견함. 완벽한 책을 바라는 기준으로 하는 말이 아니라 한 두장 넘기다보면 이래도 되나 싶을 정도임."
